seat_key,rows,dataset_id,row_id
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|3||,5,haryana/gp_ward/2016,3c7a2be6a284
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|3||,5,haryana/gp_ward/2016,596d6aa6a17c
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|3||,5,haryana/gp_ward/2016,d874881d5acb
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|3||,5,haryana/gp_ward/2016,8abd6366d40c
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|3||,5,haryana/gp_ward/2016,f92a5d2bd241
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|4||,5,haryana/gp_ward/2016,2f9a6a77720d
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|4||,5,haryana/gp_ward/2016,655d30764f7c
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|4||,5,haryana/gp_ward/2016,c5fb03e3fa4a
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|4||,5,haryana/gp_ward/2016,393937116164
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|4||,5,haryana/gp_ward/2016,d7b98f4ac274
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|5||,5,haryana/gp_ward/2016,3bbb0d8dadbf
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|5||,5,haryana/gp_ward/2016,49031c554f59
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|5||,5,haryana/gp_ward/2016,c27111f2a1e1
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|5||,5,haryana/gp_ward/2016,2b2c50a020d6
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|5||,5,haryana/gp_ward/2016,0b198c82f850
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|6||,5,haryana/gp_ward/2016,ce927abd692e
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|6||,5,haryana/gp_ward/2016,dd629331be79
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|6||,5,haryana/gp_ward/2016,472fe9908193
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|6||,5,haryana/gp_ward/2016,1c20b7697f52
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|6||,5,haryana/gp_ward/2016,c88b47ef0cd4
Haryana|2016|||gp_ward|Kaithal|Siwan|||Gogh|||,5,haryana/gp_ward/2016,fde4ce386c73
Haryana|2016|||gp_ward|Kaithal|Siwan|||Gogh|||,5,haryana/gp_ward/2016,909394bf8e9e
Haryana|2016|||gp_ward|Kaithal|Siwan|||Gogh|||,5,haryana/gp_ward/2016,ff496a463019
Haryana|2016|||gp_ward|Kaithal|Siwan|||Gogh|||,5,haryana/gp_ward/2016,a7c3ddc80156
Haryana|2016|||gp_ward|Kaithal|Siwan|||Gogh|||,5,haryana/gp_ward/2016,071e6f3dd751
Haryana|2016|||gp_ward|Mewat|Nagina|||Dhadoli Kalan|||,5,haryana/gp_ward/2016,82851062ad6c
Haryana|2016|||gp_ward|Mewat|Nagina|||Dhadoli Kalan|||,5,haryana/gp_ward/2016,1365b8c5ad36
Haryana|2016|||gp_ward|Mewat|Nagina|||Dhadoli Kalan|||,5,haryana/gp_ward/2016,9217f00a913e
Haryana|2016|||gp_ward|Mewat|Nagina|||Dhadoli Kalan|||,5,haryana/gp_ward/2016,2d411600d7f4
Haryana|2016|||gp_ward|Mewat|Nagina|||Dhadoli Kalan|||,5,haryana/gp_ward/2016,9f67776f0401
Haryana|2022|||gp_ward|Jhajjar|Machhrauli|||ljksyk|12||,5,haryana/gp_ward/2022,f41df529edaa
Haryana|2022|||gp_ward|Jhajjar|Machhrauli|||ljksyk|12||,5,haryana/gp_ward/2022,bd3ed68e3757
Haryana|2022|||gp_ward|Jhajjar|Machhrauli|||ljksyk|12||,5,haryana/gp_ward/2022,fe03163d44b0
Haryana|2022|||gp_ward|Jhajjar|Machhrauli|||ljksyk|12||,5,haryana/gp_ward/2022,479ad1b9d814
Haryana|2022|||gp_ward|Jhajjar|Machhrauli|||ljksyk|12||,5,haryana/gp_ward/2022,ded9c52f3662
Haryana|2022|||gp_ward|Kaithal|Kalayat|||Balu Bidhan|1||,5,haryana/gp_ward/2022,d3aad61d89f5
Haryana|2022|||gp_ward|Kaithal|Kalayat|||Balu Bidhan|1||,5,haryana/gp_ward/2022,6293cf71358c
Haryana|2022|||gp_ward|Kaithal|Kalayat|||Balu Bidhan|1||,5,haryana/gp_ward/2022,ba4f062cce93
Haryana|2022|||gp_ward|Kaithal|Kalayat|||Balu Bidhan|1||,5,haryana/gp_ward/2022,6c61308f6c6e
Haryana|2022|||gp_ward|Kaithal|Kalayat|||Balu Bidhan|1||,5,haryana/gp_ward/2022,f5e02a15a413
Haryana|2022|||gp_ward|Kaithal|Kalayat|||Balu Gadran|1||,5,haryana/gp_ward/2022,092482082e5e
Haryana|2022|||gp_ward|Kaithal|Kalayat|||Balu Gadran|1||,5,haryana/gp_ward/2022,4234a0c5d219
Haryana|2022|||gp_ward|Kaithal|Kalayat|||Balu Gadran|1||,5,haryana/gp_ward/2022,5ebf5a98cbfa
Haryana|2022|||gp_ward|Kaithal|Kalayat|||Balu Gadran|1||,5,haryana/gp_ward/2022,2eddc865c5ec
Haryana|2022|||gp_ward|Kaithal|Kalayat|||Balu Gadran|1||,5,haryana/gp_ward/2022,9d3bd253e605
Haryana|2022|||gp_ward|Kaithal|Pundri|||Hajwana|1||,5,haryana/gp_ward/2022,6c40a4653cbd
Haryana|2022|||gp_ward|Kaithal|Pundri|||Hajwana|1||,5,haryana/gp_ward/2022,734679b131d6
Haryana|2022|||gp_ward|Kaithal|Pundri|||Hajwana|1||,5,haryana/gp_ward/2022,abad7793e26f
Haryana|2022|||gp_ward|Kaithal|Pundri|||Hajwana|1||,5,haryana/gp_ward/2022,71cfa808075c
Haryana|2022|||gp_ward|Kaithal|Pundri|||Hajwana|1||,5,haryana/gp_ward/2022,1e07773b7111
Haryana|2022|||gp_ward|Kaithal|Pundri|||Rasina|1||,5,haryana/gp_ward/2022,cde19575954a
Haryana|2022|||gp_ward|Kaithal|Pundri|||Rasina|1||,5,haryana/gp_ward/2022,9a884050c2eb
Haryana|2022|||gp_ward|Kaithal|Pundri|||Rasina|1||,5,haryana/gp_ward/2022,09c15488e9a4
Haryana|2022|||gp_ward|Kaithal|Pundri|||Rasina|1||,5,haryana/gp_ward/2022,6211b9eeba57
Haryana|2022|||gp_ward|Kaithal|Pundri|||Rasina|1||,5,haryana/gp_ward/2022,624cff85e33b
Haryana|2022|||gp_ward|Karnal|Assandh|||Popra|||,5,haryana/gp_ward/2022,9bc3eaf664b2
Haryana|2022|||gp_ward|Karnal|Assandh|||Popra|||,5,haryana/gp_ward/2022,da4a0d895df2
Haryana|2022|||gp_ward|Karnal|Assandh|||Popra|||,5,haryana/gp_ward/2022,bf22c1253b60
Haryana|2022|||gp_ward|Karnal|Assandh|||Popra|||,5,haryana/gp_ward/2022,9a1952ca4bc5
Haryana|2022|||gp_ward|Karnal|Assandh|||Popra|||,5,haryana/gp_ward/2022,942d5f1d887a
Haryana|2022|||gp_ward|Karnal|Assandh|||Salwan|||,5,haryana/gp_ward/2022,320ea8f1c0e7
Haryana|2022|||gp_ward|Karnal|Assandh|||Salwan|||,5,haryana/gp_ward/2022,c6a83554786a
Haryana|2022|||gp_ward|Karnal|Assandh|||Salwan|||,5,haryana/gp_ward/2022,fab68587f734
Haryana|2022|||gp_ward|Karnal|Assandh|||Salwan|||,5,haryana/gp_ward/2022,213f9b499359
Haryana|2022|||gp_ward|Karnal|Assandh|||Salwan|||,5,haryana/gp_ward/2022,c96641a6a1ee
Haryana|2022|||gp_ward|Karnal|Chirao|||Kheri Naru|||,5,haryana/gp_ward/2022,a933800b3988
Haryana|2022|||gp_ward|Karnal|Chirao|||Kheri Naru|||,5,haryana/gp_ward/2022,c980927f37ac
Haryana|2022|||gp_ward|Karnal|Chirao|||Kheri Naru|||,5,haryana/gp_ward/2022,c2770c1a6a35
Haryana|2022|||gp_ward|Karnal|Chirao|||Kheri Naru|||,5,haryana/gp_ward/2022,df3852e75dfc
Haryana|2022|||gp_ward|Karnal|Chirao|||Kheri Naru|||,5,haryana/gp_ward/2022,0d42d3010240
Haryana|2022|||gp_ward|Karnal|Munak|||Ballah|||,5,haryana/gp_ward/2022,8666d382efea
Haryana|2022|||gp_ward|Karnal|Munak|||Ballah|||,5,haryana/gp_ward/2022,2081b22a3b64
Haryana|2022|||gp_ward|Karnal|Munak|||Ballah|||,5,haryana/gp_ward/2022,7e8ae8f38937
Haryana|2022|||gp_ward|Karnal|Munak|||Ballah|||,5,haryana/gp_ward/2022,69bda09f5c6e
Haryana|2022|||gp_ward|Karnal|Munak|||Ballah|||,5,haryana/gp_ward/2022,8ea2a2c8de31
Haryana|2022|||gp_ward|Karnal|Munak|||Goli|||,5,haryana/gp_ward/2022,f5dee9ccdb56
Haryana|2022|||gp_ward|Karnal|Munak|||Goli|||,5,haryana/gp_ward/2022,466da05ad4cc
Haryana|2022|||gp_ward|Karnal|Munak|||Goli|||,5,haryana/gp_ward/2022,d3e3863b214c
Haryana|2022|||gp_ward|Karnal|Munak|||Goli|||,5,haryana/gp_ward/2022,b0a20bd1f243
Haryana|2022|||gp_ward|Karnal|Munak|||Goli|||,5,haryana/gp_ward/2022,f68da085857a
Haryana|2022|||gp_ward|Karnal|Munak|||Munak|||,5,haryana/gp_ward/2022,c63abb4d6b61
Haryana|2022|||gp_ward|Karnal|Munak|||Munak|||,5,haryana/gp_ward/2022,91a648a28e50
Haryana|2022|||gp_ward|Karnal|Munak|||Munak|||,5,haryana/gp_ward/2022,c8dacda2f858
Haryana|2022|||gp_ward|Karnal|Munak|||Munak|||,5,haryana/gp_ward/2022,c3a6e34f37bf
Haryana|2022|||gp_ward|Karnal|Munak|||Munak|||,5,haryana/gp_ward/2022,4523fb76ae0f
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|7||,4,haryana/gp_ward/2016,51415fc653d1
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|7||,4,haryana/gp_ward/2016,89ced9c62b1d
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|7||,4,haryana/gp_ward/2016,54c9d3687a4b
Haryana|2016|||gp_ward|Bhiwani|Loharu|||Gothra|7||,4,haryana/gp_ward/2016,9c0c7bf946bb
Haryana|2016|||gp_ward|Mewat|Nagina|||Jalalpur Nuh|||,4,haryana/gp_ward/2016,6b43ff5e8365
Haryana|2016|||gp_ward|Mewat|Nagina|||Jalalpur Nuh|||,4,haryana/gp_ward/2016,b1505659246a
Haryana|2016|||gp_ward|Mewat|Nagina|||Jalalpur Nuh|||,4,haryana/gp_ward/2016,2c2c2a17acd9
Haryana|2016|||gp_ward|Mewat|Nagina|||Jalalpur Nuh|||,4,haryana/gp_ward/2016,e01deb5e654e
Haryana|2016|||gp_ward|Mewat|Nagina|||Khanpur Ghati|||,4,haryana/gp_ward/2016,d3f901007bc6
Haryana|2016|||gp_ward|Mewat|Nagina|||Khanpur Ghati|||,4,haryana/gp_ward/2016,326d72181ab6
Haryana|2016|||gp_ward|Mewat|Nagina|||Khanpur Ghati|||,4,haryana/gp_ward/2016,b4ab7e2d9e8a
Haryana|2016|||gp_ward|Mewat|Nagina|||Khanpur Ghati|||,4,haryana/gp_ward/2016,1daa0aafa80e
Haryana|2016|||gp_ward|Mewat|Nagina|||Khedli Kalan|||,4,haryana/gp_ward/2016,c521b50f19cc
Haryana|2016|||gp_ward|Mewat|Nagina|||Khedli Kalan|||,4,haryana/gp_ward/2016,59a475486af5
Haryana|2016|||gp_ward|Mewat|Nagina|||Khedli Kalan|||,4,haryana/gp_ward/2016,65559cfdd42f
Haryana|2016|||gp_ward|Mewat|Nagina|||Khedli Kalan|||,4,haryana/gp_ward/2016,09a056035e32
Haryana|2016|||gp_ward|Mewat|Nagina|||Umra|||,4,haryana/gp_ward/2016,b6b85415e468
Haryana|2016|||gp_ward|Mewat|Nagina|||Umra|||,4,haryana/gp_ward/2016,d23406dd1eb9
Haryana|2016|||gp_ward|Mewat|Nagina|||Umra|||,4,haryana/gp_ward/2016,4c80c460a2ab
Haryana|2016|||gp_ward|Mewat|Nagina|||Umra|||,4,haryana/gp_ward/2016,8707148d33e6
Haryana|2022|||gp_ward|Jhajjar|Machhrauli|||ljksyk|13||,4,haryana/gp_ward/2022,39b74b1cb343
Haryana|2022|||gp_ward|Jhajjar|Machhrauli|||ljksyk|13||,4,haryana/gp_ward/2022,68ee126b7cbe
Haryana|2022|||gp_ward|Jhajjar|Machhrauli|||ljksyk|13||,4,haryana/gp_ward/2022,1b06d3dd5e91
Haryana|2022|||gp_ward|Jhajjar|Machhrauli|||ljksyk|13||,4,haryana/gp_ward/2022,cede0e4eabdc
Haryana|2022|||gp_ward|Jhajjar|Machhrauli|||ljksyk|14||,4,haryana/gp_ward/2022,71d2fa5e3ac8
Haryana|2022|||gp_ward|Jhajjar|Machhrauli|||ljksyk|14||,4,haryana/gp_ward/2022,68dbcd171a67
Haryana|2022|||gp_ward|Jhajjar|Machhrauli|||ljksyk|14||,4,haryana/gp_ward/2022,69082fbb5f6f
Haryana|2022|||gp_ward|Jhajjar|Machhrauli|||ljksyk|14||,4,haryana/gp_ward/2022,826dd894d5ae
Haryana|2022|||gp_ward|Kaithal|Kalayat|||Badsikri Kalan|1||,4,haryana/gp_ward/2022,2a665c35fff6
Haryana|2022|||gp_ward|Kaithal|Kalayat|||Badsikri Kalan|1||,4,haryana/gp_ward/2022,75b08a803bcf
Haryana|2022|||gp_ward|Kaithal|Kalayat|||Badsikri Kalan|1||,4,haryana/gp_ward/2022,24064c0861cc
Haryana|2022|||gp_ward|Kaithal|Kalayat|||Badsikri Kalan|1||,4,haryana/gp_ward/2022,972f266354f3
Haryana|2022|||gp_ward|Karnal|Assandh|||Ardana|||,4,haryana/gp_ward/2022,3ab6ac94d505
Haryana|2022|||gp_ward|Karnal|Assandh|||Ardana|||,4,haryana/gp_ward/2022,56998c9384ab
Haryana|2022|||gp_ward|Karnal|Assandh|||Ardana|||,4,haryana/gp_ward/2022,454bacec5d39
Haryana|2022|||gp_ward|Karnal|Assandh|||Ardana|||,4,haryana/gp_ward/2022,21b336262815
Haryana|2022|||gp_ward|Karnal|Assandh|||Chochra|||,4,haryana/gp_ward/2022,26137fec7285
Haryana|2022|||gp_ward|Karnal|Assandh|||Chochra|||,4,haryana/gp_ward/2022,393f7e39f872
Haryana|2022|||gp_ward|Karnal|Assandh|||Chochra|||,4,haryana/gp_ward/2022,93abd5a1f05e
Haryana|2022|||gp_ward|Karnal|Assandh|||Chochra|||,4,haryana/gp_ward/2022,06d3cc6b49b4
Haryana|2022|||gp_ward|Karnal|Assandh|||Jai SinghPura|||,4,haryana/gp_ward/2022,f72d14d16954
Haryana|2022|||gp_ward|Karnal|Assandh|||Jai SinghPura|||,4,haryana/gp_ward/2022,9570653ba620
Haryana|2022|||gp_ward|Karnal|Assandh|||Jai SinghPura|||,4,haryana/gp_ward/2022,e35119238158
Haryana|2022|||gp_ward|Karnal|Assandh|||Jai SinghPura|||,4,haryana/gp_ward/2022,abb3c9950f5a
Haryana|2022|||gp_ward|Karnal|Chirao|||Augand|||,4,haryana/gp_ward/2022,efbd0a7b2900
Haryana|2022|||gp_ward|Karnal|Chirao|||Augand|||,4,haryana/gp_ward/2022,a27e432cf895
Haryana|2022|||gp_ward|Karnal|Chirao|||Augand|||,4,haryana/gp_ward/2022,5200c7fba80d
Haryana|2022|||gp_ward|Karnal|Chirao|||Augand|||,4,haryana/gp_ward/2022,13bce2758cdf
Haryana|2022|||gp_ward|Karnal|Chirao|||Jundla|||,4,haryana/gp_ward/2022,16dd59f12a09
Haryana|2022|||gp_ward|Karnal|Chirao|||Jundla|||,4,haryana/gp_ward/2022,0f8eaa4cc24e
Haryana|2022|||gp_ward|Karnal|Chirao|||Jundla|||,4,haryana/gp_ward/2022,70c0b0b00b0e
Haryana|2022|||gp_ward|Karnal|Chirao|||Jundla|||,4,haryana/gp_ward/2022,82e81adb2535
Haryana|2022|||gp_ward|Karnal|Kunjpura|||Baragaon|||,4,haryana/gp_ward/2022,3b06bdf90462
Haryana|2022|||gp_ward|Karnal|Kunjpura|||Baragaon|||,4,haryana/gp_ward/2022,3aa1091a476e
Haryana|2022|||gp_ward|Karnal|Kunjpura|||Baragaon|||,4,haryana/gp_ward/2022,0457bf8b4b0c
Haryana|2022|||gp_ward|Karnal|Kunjpura|||Baragaon|||,4,haryana/gp_ward/2022,37daf9072462
Haryana|2022|||gp_ward|Karnal|Kunjpura|||Rindal|||,4,haryana/gp_ward/2022,4ac3d98dbc85
Haryana|2022|||gp_ward|Karnal|Kunjpura|||Rindal|||,4,haryana/gp_ward/2022,baec4d7399de
Haryana|2022|||gp_ward|Karnal|Kunjpura|||Rindal|||,4,haryana/gp_ward/2022,01e5c2887aab
Haryana|2022|||gp_ward|Karnal|Kunjpura|||Rindal|||,4,haryana/gp_ward/2022,79e7dbedbece
Haryana|2022|||gp_ward|Karnal|Munak|||Staundi|||,4,haryana/gp_ward/2022,a9a4aa97e3a1
Haryana|2022|||gp_ward|Karnal|Munak|||Staundi|||,4,haryana/gp_ward/2022,23ded4fda297
Haryana|2022|||gp_ward|Karnal|Munak|||Staundi|||,4,haryana/gp_ward/2022,4656a5653660
Haryana|2022|||gp_ward|Karnal|Munak|||Staundi|||,4,haryana/gp_ward/2022,91ce75a52d8c
Jharkhand|2015|||block_member|Hazaribag|||01|बड़कागाँव|||,4,jharkhand/block_member/2015,419e020dbd07
Jharkhand|2015|||block_member|Hazaribag|||01|बड़कागाँव|||,4,jharkhand/block_member/2015,52cbbce7ed4a
Jharkhand|2015|||block_member|Hazaribag|||01|बड़कागाँव|||,4,jharkhand/block_member/2015,7de93bd2aeb2
Jharkhand|2015|||block_member|Hazaribag|||01|बड़कागाँव|||,4,jharkhand/block_member/2015,953952d5355d
Jharkhand|2015|||gp_ward|Simdega|||01|कोनजोबा|||,4,jharkhand/gp_ward/2015,b8b1b8235e2d
Jharkhand|2015|||gp_ward|Simdega|||01|कोनजोबा|||,4,jharkhand/gp_ward/2015,0e73b14afa52
Jharkhand|2015|||gp_ward|Simdega|||01|कोनजोबा|||,4,jharkhand/gp_ward/2015,c7885bdb21b4
Jharkhand|2015|||gp_ward|Simdega|||01|कोनजोबा|||,4,jharkhand/gp_ward/2015,5609ea8f549c
Haryana|2016|||gp_head|Bhiwani|Badhra|||Dohka Moji|||,3,haryana/gp_head/2016,2026386ebfaa
Haryana|2016|||gp_head|Bhiwani|Badhra|||Dohka Moji|||,3,haryana/gp_head/2016,a5436c37a1ac
Haryana|2016|||gp_head|Bhiwani|Badhra|||Dohka Moji|||,3,haryana/gp_head/2016,3ca4a1e61797
Haryana|2016|||gp_head|Bhiwani|Badhra|||Govindpura|||,3,haryana/gp_head/2016,1eb047cc3d7e
Haryana|2016|||gp_head|Bhiwani|Badhra|||Govindpura|||,3,haryana/gp_head/2016,bf12c917be45
Haryana|2016|||gp_head|Bhiwani|Badhra|||Govindpura|||,3,haryana/gp_head/2016,b565b97eaad9
Haryana|2016|||gp_head|Bhiwani|Badhra|||Kakroli Hatti|||,3,haryana/gp_head/2016,efb7f797010c
Haryana|2016|||gp_head|Bhiwani|Badhra|||Kakroli Hatti|||,3,haryana/gp_head/2016,14cbcf6c9bb3
Haryana|2016|||gp_head|Bhiwani|Badhra|||Kakroli Hatti|||,3,haryana/gp_head/2016,b757168c8be7
Haryana|2016|||gp_ward|Bhiwani|Badhra|||Dohka Moji|1||,3,haryana/gp_ward/2016,eea6dbf3524d
Haryana|2016|||gp_ward|Bhiwani|Badhra|||Dohka Moji|1||,3,haryana/gp_ward/2016,113d6c279d74
Haryana|2016|||gp_ward|Bhiwani|Badhra|||Dohka Moji|1||,3,haryana/gp_ward/2016,eed48eb71322
Haryana|2016|||gp_ward|Bhiwani|Badhra|||Dohka Moji|2||,3,haryana/gp_ward/2016,10e691bed807
Haryana|2016|||gp_ward|Bhiwani|Badhra|||Dohka Moji|2||,3,haryana/gp_ward/2016,9c175f0539ae
Haryana|2016|||gp_ward|Bhiwani|Badhra|||Dohka Moji|2||,3,haryana/gp_ward/2016,2c34b2a9c5b0
Haryana|2016|||gp_ward|Bhiwani|Badhra|||Dohka Moji|3||,3,haryana/gp_ward/2016,d8ff8295b90c
Haryana|2016|||gp_ward|Bhiwani|Badhra|||Dohka Moji|3||,3,haryana/gp_ward/2016,ad9424ef4608
Haryana|2016|||gp_ward|Bhiwani|Badhra|||Dohka Moji|3||,3,haryana/gp_ward/2016,a3023d7a9c7d
Haryana|2016|||gp_ward|Bhiwani|Badhra|||Dohka Moji|4||,3,haryana/gp_ward/2016,bb45f4a52905
Haryana|2016|||gp_ward|Bhiwani|Badhra|||Dohka Moji|4||,3,haryana/gp_ward/2016,8f1695516b61
Haryana|2016|||gp_ward|Bhiwani|Badhra|||Dohka Moji|4||,3,haryana/gp_ward/2016,f5b9f53912e5
Haryana|2016|||gp_ward|Bhiwani|Badhra|||Dohka Moji|5||,3,haryana/gp_ward/2016,7699ff3dfc42
Haryana|2016|||gp_ward|Bhiwani|Badhra|||Dohka Moji|5||,3,haryana/gp_ward/2016,a9d94a59279f
